Sub Category,Price,Discount,Rating,Title,Currency,Feature
iPad & Tablets,$569.99 ,No Discount,Rated 4.8 out of 5 stars based on 717 reviews.,"iPad Air 10.9-inch, 64GB, Wi-Fi (5th Generation)",$,"10.9-inch Liquid Retina Display ¹ with True Tone, P3 Wide Color, And an Antireflective Coating   Apple M1 Chip with Neural Engine   12MP Wide Camera   12MP Ultra-wide Front Camera with Center Stage   Up To 64GB of Storage"
iPad & Tablets,$399.99 ,After $50 OFF,Rated 4.8 out of 5 stars based on 2543 reviews.,"iPad 10.2-inch, 256GB, Wi-Fi (9th Generation, 2021)",$,"Gorgeous 10.2-inch Retina Display with True Tone   A13 Bionic Chip with Neural Engine   8MP Wide Back Camera, 12MP Ultra Wide Front Camera with Center Stage   256GB Storage   Stereo Speakers"
iPad & Tablets,"$1,049.99through-$1,349.99",No Discount,Rated 4.8 out of 5 stars based on 415 reviews.,"iPad Pro 12.9-inch, Wi-Fi (6th Generation)",$,"Brilliant 12.9-inch Liquid Retina Display¹ with ProMotion, True Tone, and P3 Wide Color   M2 Chip with 8-core CPU and 10-core GPU   12MP Wide Camera, 10MP Ultra Wide Back Camera, and LiDAR Scanner for Immersive AR   12MP Ultra Wide Front Camera with Center Stage   Stay Connected with Ultrafast Wi-Fi 6E²"
iPad & Tablets,$149.97 ,No Discount,Rated 4.4 out of 5 stars based on 1042 reviews.,"Samsung Galaxy Tab A8 10.5"" Wi-Fi Tablet 64GB - Includes Book Cover",$,"Bring Out the Best in Every Family Moment On a 10.5"" LCD Screen   Hear Every Thrilling Detail on Quad Speakers with Dolby Atmos® Surround Sound   Get Performance for The Whole Family with a Long-lasting Battery   Go for Hours on a Single Charge¹ and Back to 100% With the Fast-Charging USB-C Port   Open Up a New World of Convenient Possibilities with the Galaxy Ecosystem Experience"
iPad & Tablets,$699.99through-$999.99,After $50 OFF,Rated 4.8 out of 5 stars based on 643 reviews.,"iPad Pro 11-inch, Wi-Fi (4th Generation)",$,"Brilliant 11-inch Liquid Retina Display¹ with ProMotion, True Tone, and P3 Wide Color   M2 Chip with 8-core CPU and 10-core GPU   12MP Wide Camera, 10MP Ultra Wide Back Camera, and LiDAR Scanner for Immersive AR   12MP Ultra Wide Front Camera with Center Stage   Stay Connected with Ultrafast Wi-Fi 6E²"
iPad & Tablets,$379.99 ,After $70 OFF,Rated 4.7 out of 5 stars based on 538 reviews.,"iPad 10.2-inch, 64GB, Wi-Fi + Cellular (9th Generation)",$,"Gorgeous 10.2-inch Retina Display with True Tone   A13 Bionic Chip with Neural Engine   8MP Wide Back Camera, 12MP Ultra Wide Front Camera with Center Stage   64GB Storage   Stereo Speakers"
iPad & Tablets,$869.99 ,No Discount,Rated 4.8 out of 5 stars based on 145 reviews.,"iPad Air 10.9-inch, 256GB, Wi-Fi + Cellular (5th Generation)",$,"10.9-inch Liquid Retina Display ¹ with True Tone, P3 Wide Color, And an Antireflective Coating   Apple M1 Chip with Neural Engine   12MP Wide Camera   12MP Ultra-wide Front Camera with Center Stage   Up To 256GB of Storage"
iPad & Tablets,$439.99through-$579.99,No Discount,Rated 4.8 out of 5 stars based on 1766 reviews.,"iPad 10.9-inch, Wi-Fi (10th Generation)",$,"Striking 10.9-inch Liquid Retina Display¹ with True Tone
A14 Bionic Chip with 6-core CPU and 4-core GPU   12MP Wide Back Camera   Landscape 12MP Ultra Wide Front Camera with Center Stage   Stay Connected with Ultrafast Wi-Fi 6"
iPad & Tablets,$99.97 ,No Discount,Rated 4.3 out of 5 stars based on 601 reviews.,"Samsung Galaxy 8.7"" Tab A7 Lite Wi-Fi Tablet 32GB  - Includes Book Cover",$,"With its Compact 8.7"" Screen, it’s Perfectly Sized for Entertainment on the Go   Features an Upgraded Sturdy Metal Frame That Helps Protect Against Everyday Hiccups   Comes with Fast Speed and Plenty of Storage for Multiple Users   Binge Away with a Long Battery Life¹ and Plenty of Power to Keep Up with the Content You Love   Sync and Share Content on Any Galaxy Device You Choose"
iPad & Tablets,$529.99 ,After $70 OFF,Rated 4.7 out of 5 stars based on 331 reviews.,"iPad 10.2-inch, 256GB, Wi-Fi + Cellular (9th Generation)",$,"Gorgeous 10.2-inch Retina Display with True Tone   A13 Bionic Chip with Neural Engine   8MP Wide Back Camera, 12MP Ultra Wide Front Camera with Center Stage   256GB Storage   Stereo Speakers"
iPad & Tablets,$719.99 ,No Discount,Rated 4.5 out of 5 stars based on 74 reviews.,"iPad Air 10.9-inch, 64GB, Wi-Fi + Cellular (5th Generation)",$,"10.9-inch Liquid Retina Display ¹ with True Tone, P3 Wide Color, And an Antireflective Coating   Apple M1 Chip with Neural Engine   12MP Wide Camera   12MP Ultra-wide Front Camera with Center Stage   Up To 64GB of Storage"
iPad & Tablets,$489.99 ,No Discount,Rated 4.7 out of 5 stars based on 725 reviews.,"iPad mini 8.3-inch, 64GB, Wi-Fi (6th Generation)",$,"8.3-inch Liquid Retina Display with True Tone and wide color¹   A15 Bionic Chip with Neural Engine   Touch ID for Secure Authentication and Apple Pay   12MP Wide Back Camera, 12MP Ultra Wide Front Camera with Center Stage   Available in Purple, Starlight, Pink, and Space Gray"
iPad & Tablets,$549.99 ,No Discount,Rated 4.8 out of 5 stars based on 22 reviews.,"Samsung Galaxy Tab S9 FE+ 12.4"" Wi-Fi Tablet 128GB - Includes S Pen",$,"Be Blown Away by The Large 12.4"" Screen¹ and Dual Speakers That Make Everything Sound Amazing   A Sleek and Lightweight Refined Design That’s Unmistakably Galaxy   S Pen Features a Responsive Design That Delivers Pen-point Precision   Go Up to 20 Hours² With a Long-Lasting Battery   Extended Standard Product Warranty to 2 Years"
iPad & Tablets,$629.99 ,No Discount,Rated 4.8 out of 5 stars based on 396 reviews.,"iPad mini 8.3-inch, 256GB, Wi-Fi (6th Generation)",$,"8.3-inch Liquid Retina Display with True Tone and wide color¹   A15 Bionic Chip with Neural Engine   Touch ID for Secure Authentication and Apple Pay   12MP Wide Back Camera, 12MP Ultra Wide Front Camera with Center Stage   Available in Purple, Starlight, Pink, and Space Gray"
iPad & Tablets,$999.99 ,No Discount,Rated 5 out of 5 stars based on 2 reviews.,"Samsung Galaxy Tab S9+ 12.4"" Wi-Fi Tablet 512 GB - Includes S Pen",$,"Unleash the Ultimate Experience with a Snapdragon 8® Gen 2 Processor¹   Intensely Brilliant 12.4"" Dynamic AMOLED 2X Screen²   Built to Protect Against Bumps, Dust and Splashes.³   Connect from Almost Anywhere with Reliable, Fast Wi-Fi 6E⁴   S Pen Included for That Smooth Pen-to-paper Feeling"
iPad & Tablets,$799.99 ,No Discount,No Reviews,"Samsung Galaxy Tab S9 11"" Wi-Fi Tablet 256GB - Includes S Pen",$,"Unleash Greatness with a Superfast Snapdragon 8® Gen 2 Chip¹   Unbelievable Brilliance on an 11"" Dynamic AMOLED 2X Screen²   Designed to be Durable Against Bumps, Dust and Splashes³   Stay Connected with Reliable, Fast Wi-Fi 6E⁴   S Pen Included - It Feels Like a Real Pen"
iPad & Tablets,$289.99 ,No Discount,Rated 4.7 out of 5 stars based on 690 reviews.,Apple Magic Keyboard 11-inch ,$,"Floating Cantilever Design   Full-size Keyboard with Backlit Keys   Built-in, Click-anywhere Trackpad   USB-C Port for Pass-through Charging   Compatible with 11-inch iPad Pro (1st, 2nd and 3rd Generation) & iPad Air (4th and 5th Generation)"
iPad & Tablets,$339.99 ,No Discount,Rated 4.7 out of 5 stars based on 364 reviews.,Apple Magic Keyboard for iPad Pro 12.9-inch ,$,"USB-C Port for Charging   Backlit Keys   Colors: Black and White   Compatibility: iPad Pro 12.9-inch (3rd, 4th, 5th or 6th Generation)   iPad Sold Separately"
iPad & Tablets,$124.99 ,No Discount,Rated 4.7 out of 5 stars based on 1302 reviews.,Apple Pencil (2nd Generation),$,"Apple Pencil Expands the Power of iPad and Opens Up New Creative Possibilities   Compatible with iPad Pro 11-inch, iPad Pro 12.9-inch (3rd generation), and iPad Air 10.9-inch (3rd and 4th generation)"
Laptops & Notebook Computers,$399.99 ,No Discount,Rated 4.1 out of 5 stars based on 140 reviews.,"HP 14"" Touchscreen Laptop - AMD Ryzen 3 5300U - HD (1366 x 768) - Windows 11 in S Mode",$,"AMD Ryzen™ 3 5300U   8 GB DDR4-3200 RAM   256 GB PCIe NMVe M.2 Solid-state Drive   14"" Micro-Edge HD (1366x768) Touchscreen"
Laptops & Notebook Computers,"$1,049.99 ",No Discount,Rated 4.7 out of 5 stars based on 1175 reviews.,"MacBook Air - (13.6-inch) Apple M2 Chip 8-core CPU, 8-core GPU - 256GB SSD",$,2.7 Pounds   Apple M2 Chip   18 Hour Battery Life   13.6-inch Liquid Retina Display   1080p FaceTime HD Camera
Laptops & Notebook Computers,$699.99 ,After $200 OFF,Rated 4.6 out of 5 stars based on 29 reviews.,"HP Pavilion Plus 14"" OLED 2.8k (2880 x 1800) 120Hz Laptop - AMD Ryzen 7 7840U - Windows 11",$,"AMD Ryzen™ 7 7840U (8-core) Processor   14"" Micro-Edge BrightView 2.8K (2880 x 1800) OLED 48- 120 HZ 500-Nits Display   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   Backlit Keyboard and Webcam with Privacy Shutter   AMD Ryzen™ AI Technology Built in"
Laptops & Notebook Computers,"$1,749.99 ",No Discount,Rated 4.5 out of 5 stars based on 31 reviews.,"MacBook Pro (14-inch) - Apple M3 chip with 8-core CPU and 10-core GPU, 1TB SSD",$,"Blast forward with M3, an incredibly advanced chip that brings serious speed and capability   All the power you need to take on pro projects like editing thousands of photos or 4K video   Industry-leading battery life—up to 22 hours¹   Beautiful Liquid Retina XDR display   8GB of unified memory makes everything you do fast and fluid"
Laptops & Notebook Computers,$899.99 ,After $300 OFF,Rated 4.5 out of 5 stars based on 117 reviews.,"HP ENVY x360 15.6"" Intel Evo Platform 2-in-1 Touchscreen Laptop - 13th Gen Intel Core i7-1355U - 1080p - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1355U Processor   Wi-Fi 6E (2x2/160) Gig + Bluetooth® 5.3   15.6” Diagonal FHD, Multi touch-enabled, IPS, Edge-to-Edge Glass, Micro-edge Display (1920 x 1080)   HP WideVision 5MP Camera   HP Pen Included"
Laptops & Notebook Computers,$549.99 ,After $150 OFF,Rated 4.1 out of 5 stars based on 42 reviews.,"Lenovo IdeaPad Slim 3i 15.6"" Touchscreen Laptop - 13th Gen Intel Core i5-1335U - 1080p - Windows 11",$,"13th Gen Intel® Core i5-1335U (10-Core) Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   15.6"" Touchscreen LED Backlit IPS LCD FHD (1920 x 1080) 300-Nits Display   Backlit Keyboard with Fingerprint Reader and Webcam   Microsoft® Windows 11 Home (64 bit)"
Laptops & Notebook Computers,"$1,349.99 ",No Discount,Rated 4.8 out of 5 stars based on 553 reviews.,"MacBook Air - (13.6-inch) Apple M2 Chip 8-core CPU, 10-core GPU, 512GB SSD",$,2.7 Pounds   Apple M2 Chip   18 Hour Battery Life   13.6-inch Liquid Retina Display   1080p FaceTime HD Camera
Laptops & Notebook Computers,$799.99 ,No Discount,Rated 4.4 out of 5 stars based on 119 reviews.,"Lenovo ThinkPad L13 Yoga 13.3"" Touchscreen 2-in-1 Laptop - 11th Gen Intel Core i5-1145G7 -  1080p - Windows 11",$,"11th Gen Intel® Core i5-1145G7 Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.1   13.3"" Touchscreen IPS Anti-Reflection, Anti-Smudge FHD (1920 x 1080) 300-Nits Display   Backlit Keyboard, Fingerprint Reader and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$1,549.99 ",No Discount,Rated 4.5 out of 5 stars based on 17 reviews.,"MacBook Pro (14-inch) - Apple M3 chip with 8-core CPU and 10-core GPU, 512GB SSD",$,"Blast forward with M3, an incredibly advanced chip that brings serious speed and capability   All the power you need to take on pro projects like editing thousands of photos or 4K video   Industry-leading battery life—up to 22 hours¹   Beautiful Liquid Retina XDR display   8GB of unified memory makes everything you do fast and fluid"
Laptops & Notebook Computers,"$1,049.99 ",After $200 OFF,Rated 4.7 out of 5 stars based on 257 reviews.,"MacBook Air (15-inch) - Apple M2 Chip with 8-core CPU and 10-core GPU, 256GB ",$,M2 Chip for Incredible Performance   8-core CPU and Up to 10-core GPU to Power Through Complex Tasks   16-core Neural Engine for Advanced Machine Learning tasks   8GB of Unified Memory Makes Everything You Do Fast and Fluid   Up to 20 Percent Faster for Applying Image Filters and Effects
Laptops & Notebook Computers,"$1,249.99 ",After $200 OFF,Rated 4.8 out of 5 stars based on 230 reviews.,"MacBook Air (15-inch) - Apple M2 Chip with 8-core CPU and 10-core GPU, 512GB ",$,M2 Chip for Incredible Performance   8-core CPU and Up to 10-core GPU to Power Through Complex Tasks   16-core Neural Engine for Advanced Machine Learning tasks   8GB of Unified Memory Makes Everything You Do Fast and Fluid   Up to 20 Percent Faster for Applying Image Filters and Effects
Laptops & Notebook Computers,$599.99 ,After $200 OFF,Rated 4.4 out of 5 stars based on 52 reviews.,"Lenovo IdeaPad Slim 5 16"" Touchscreen Laptop - AMD Ryzen 7 7730U - WUXGA (1920 x 1200) - Windows 11",$,"AMD Ryzen™ 7 7730U (8-Core) Processor   16"" Touchscreen IPS Anti-Glare LCD with LED Backlight WUXGA (1920 x 1200) 300-Nits Display   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   Integrated 1080p Webcam with Privacy Shutter and Backlit Keyboard with Fingerprint Reader   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,$899.99 ,After $350 OFF,Rated 4 out of 5 stars based on 1 reviews.,"HP ENVY 17.3"" Touchscreen Laptop - 13th Gen Intel Core i7-1355U - GeForce RTX 3050 - 1080p - Windows 11",$,"13th Gen Intel® Core™ i7-1355U (10-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   NVIDIA® GeForce RTX­™ 3050, 4GB   Backlit Keyboard with Numeric Keypad and Integrated Webcam with Camera Shutter   17.3"" Touchscreen Micro-Edge IPS Edge-to-Edge Glass FHD (1920 x 1080) 300-Nits Display"
Laptops & Notebook Computers,"$1,949.99 ",No Discount,Rated 4.3 out of 5 stars based on 9 reviews.,"MacBook Pro (14-inch) - Apple M3 Pro chip with 11-core CPU and 14-core GPU, 512GB SSD",$,The M3 Pro chip provides even greater performance for demanding workflows   Extreme performance for the most advanced workflows like rendering intricate 3D content   Up to 18 hours of battery life¹ —and the same performance whether running on battery or plugged in   Beautiful Liquid Retina XDR display   Now in a new color: Space Black
Laptops & Notebook Computers,$379.99 ,After $120 OFF,Rated 4.5 out of 5 stars based on 32 reviews.,"HP 14"" Laptop - 13th Gen Intel Core i3-1315U - 1080p - Windows 11",$,"13th Gen Intel® Core™ i3-1315U Processor   12GB DDR4-3200 RAM   512GB PCIe® NVMe™ M.2 Solid State Drive   Full-size, backlit, soft grey keyboard"
Laptops & Notebook Computers,"$1,299.99 ","$1,299.99 After $300 OFF",Rated 4 out of 5 stars based on 24 reviews.,"HP OMEN 17.3"" Gaming Laptop - 13th Gen Intel Core i7-13700HX - GeForce RTX 4070 - 1080p 144Hz",$,"NVIDIA GeForce RTX 4070 Graphics, 8GB   13th Gen Intel Core i7-13700HX (16-Core) Processor   17.3"" IPS Micro-Edge Anti-Glare FHD (1920 x 1080) 300-Nits 144Hz Display   1TB PCIe Gen4 NVMe M.2 Solid State Drive   Full-Size 4-Zone RGB Backlit Keyboard and 26-Key Rollover Anti-Ghosting Key Technology"
Laptops & Notebook Computers,"$1,599.99 ",After $200 OFF,No Reviews,"Lenovo LEGION 5 Pro 16"" Gaming Laptop - AMD Ryzen 7 7745HX - GeForce RTX 4070 - 240Hz WQXGA (2560 x 1600) - Windows 11 - Onyx Grey",$,"AMD Ryzen™ 7 7745HX (8-Core) Processor   NVIDIA® GeForce RTX™ 4070, 8GB   16"" IPS LCD with LED Backlight Anti-Glare WQXGA (2560 x 1600) 500-Nits 240Hz Display   Backlit 4 Zone RGB Keyboard and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$3,149.99 ",No Discount,No Reviews,"MacBook Pro (14-inch) - Apple M3 Max chip with 36GB Memory, 14-core CPU and 30-core GPU, 1TB SSD ",$,The M3 Max chip provides extreme performance for advanced workflows like rendering 3D content   Extreme performance for the most advanced workflows like rendering intricate 3D content   Up to 18 hours of battery life¹ —and the same performance whether running on battery or plugged in   Beautiful Liquid Retina XDR display   Now in a new color: Space Black
Laptops & Notebook Computers,$749.99 ,No Discount,Rated 4.5 out of 5 stars based on 225 reviews.,"HP Pavilion 15.6"" Touchscreen Laptop - 13th Gen Intel Core i5-1335U - 1080p - Windows 11",$,"13th Gen Intel® Core™ i5-1335U (10-core) Processor   Intel® Iris® Xe Graphics   15.6"" Touchscreen BrightView IPS Micro-edge FHD (1920 x 1080)   Wi-Fi 6 (2x2) Gig+ and Bluetooth® 5.3   Full-size Backlit Natural Silver Keyboard with Numeric Keypad"
