,City,Colors Reported,Shape Reported,State,Time
5861,Conroe,,FIREBALL,TX,6/20/1988 17:30
5862,Columbia,,OVAL,PA,6/20/1988 20:00
5863,Napa,RED,CHEVRON,CA,6/26/1988 16:00
5864,Phoenix,,,AZ,6/30/1988 1:00
5865,Pittsburgh,,TRIANGLE,PA,6/30/1988 3:00
5866,Frederid,,CIGAR,WI,6/30/1988 6:30
5867,Saline Valley,,SPHERE,CA,6/30/1988 11:00
5868,Harrison,,TRIANGLE,AR,6/30/1988 19:00
5869,Louisville,,CIRCLE,KY,6/30/1988 23:15
5870,North Pole,,,AK,7/1/1988 0:00
5871,Norwood,,CIRCLE,MO,7/1/1988 0:00
5872,Show Low,,,AZ,7/1/1988 1:00
5873,Baker,,LIGHT,CA,7/1/1988 13:00
5874,Tucson,,TRIANGLE,AZ,7/1/1988 13:00
5875,Yardley,,TRIANGLE,PA,7/1/1988 19:30
5876,Tucson,,TRIANGLE,AZ,7/1/1988 21:30
5877,Sarnia,BLUE,LIGHT,MO,7/1/1988 22:00
5878,Arcadia,,RECTANGLE,CA,7/1/1988 23:30
5879,Socorro,,TRIANGLE,NM,7/2/1988 2:30
5880,Morganton,,SPHERE,NC,7/4/1988 12:30
5881,Jacksonville,,TRIANGLE,FL,7/4/1988 21:00
5882,Rome,,SPHERE,NY,7/5/1988 0:30
5883,Denton,,RECTANGLE,TX,7/7/1988 22:00
5884,Monroe,,OTHER,WA,7/10/1988 21:00
5885,Fort Wayne,,OVAL,IN,7/14/1988 1:00
5886,Corona,,CROSS,NM,7/15/1988 0:00
5887,Connell,,OVAL,WA,7/15/1988 2:00
5888,Van Nuys,ORANGE,SPHERE,CA,7/15/1988 2:00
5889,Benson Landing,,,VT,7/15/1988 3:00
5890,Benson Landing,,,VT,7/15/1988 3:00
5891,Redding,,OTHER,CT,7/15/1988 18:00
5892,Corpus Christi,,CIRCLE,TX,7/15/1988 22:00
5893,Malibu,,OTHER,CA,7/16/1988 1:15
5894,San Jacinto Mountain,,SPHERE,CA,7/16/1988 14:00
5895,Whittier,,EGG,CA,7/16/1988 23:45
5896,Houston,,OVAL,TX,7/19/1988 22:00
5897,Fairfax,RED ORANGE,DISK,VA,7/20/1988 22:00
5898,Lousville,,LIGHT,KY,7/22/1988 10:45
5899,Cape Canaveral,,RECTANGLE,FL,7/26/1988 22:00
5900,Ft. Stewart,,LIGHT,GA,8/1/1988 0:00
5901,Rachel,,DISK,NV,8/1/1988 1:30
5902,North Hampton,,RECTANGLE,NH,8/1/1988 2:00
5903,Tecate,,LIGHT,CA,8/1/1988 5:30
5904,Bastrop,,SPHERE,TX,8/1/1988 11:00
5905,West New York,,SPHERE,NJ,8/1/1988 13:30
5906,Sacramento,,DISK,CA,8/1/1988 19:00
5907,Danbury,,CIRCLE,CT,8/1/1988 22:00
5908,Holbrook,,CIRCLE,NY,8/1/1988 23:00
5909,Clinton,,CIRCLE,MS,8/2/1988 20:00
5910,Posen,,FIREBALL,MI,8/5/1988 23:00
5911,Basking Ridge,,CHEVRON,NJ,8/7/1988 15:30
5912,Shobonier,,OTHER,IL,8/8/1988 18:00
5913,Plymouth,,TRIANGLE,OH,8/8/1988 22:00
5914,Benton,,SPHERE,ME,8/8/1988 23:00
5915,Denver,,OTHER,CO,8/10/1988 0:05
5916,Whitmire,,OTHER,SC,8/10/1988 6:00
5917,Jamesville,BLUE,LIGHT,NY,8/10/1988 16:08
5918,Johnstown,,TRIANGLE,PA,8/10/1988 22:30
5919,Union,,DISK,SC,8/12/1988 19:00
5920,Methuen,,,MA,8/13/1988 2:00
5921,Union,,DISK,SC,8/15/1988 0:00
5922,St. Charles,,OVAL,MO,8/15/1988 1:00
5923,Walker Valle,,,NY,8/15/1988 14:00
5924,Highlands,,RECTANGLE,NC,8/15/1988 21:00
5925,Mendham,ORANGE,FIREBALL,NJ,8/15/1988 21:30
5926,Azucena,,DIAMOND,LA,8/15/1988 22:00
5927,Ceres,,TRIANGLE,CA,8/15/1988 22:00
5928,Seabrook,,TRIANGLE,NH,8/15/1988 22:00
5929,Sutcliff,,,NV,8/15/1988 22:00
5930,West Milford,,LIGHT,NJ,8/15/1988 22:30
5931,Buchanan,,CIRCLE,NY,8/15/1988 23:00
5932,Harvey,,OTHER,MI,8/18/1988 14:45
5933,Splendora,,SPHERE,TX,8/20/1988 0:00
5934,Porterville,,,CA,8/20/1988 4:00
5935,Clayton,,SPHERE,NC,8/20/1988 19:30
5936,New York City,,SPHERE,NY,8/20/1988 22:00
5937,Farmington,YELLOW,,NM,8/20/1988 23:00
5938,Neb.-Mo. Line,,FIREBALL,MO,8/21/1988 20:00
5939,Las Vegas,,,NV,8/30/1988 6:00
5940,Carlsberg,,DISK,WA,9/1/1988 5:30
5941,Roswell,,DISK,NM,9/1/1988 17:30
5942,Yukon,,LIGHT,OK,9/1/1988 20:00
5943,Vaughn,,,NM,9/1/1988 21:00
5944,Harvard,,SPHERE,MA,9/3/1988 15:30
5945,Dolly Sods Wilderness Area,,CIGAR,WV,9/9/1988 21:50
5946,Oakvale,,CYLINDER,WV,9/12/1988 23:30
5947,Darlington,,,LA,9/15/1988 3:00
5948,Riverside,,FLASH,CA,9/20/1988 3:00
5949,New York City,,CIRCLE,NY,9/20/1988 18:00
5950,Mansfield,,SPHERE,OH,9/20/1988 22:50
5951,Detroit,,OVAL,MI,9/21/1988 15:51
5952,Monroe,,CIRCLE,WI,9/28/1988 21:00
5953,New Castle,,TRIANGLE,DE,9/30/1988 21:00
5954,Fishkill,,FORMATION,NY,10/2/1988 22:30
5955,Vermillion,,RECTANGLE,OH,10/7/1988 21:40
5956,Milwaukee,,TRIANGLE,WI,10/10/1988 18:00
5957,New Gloucester,,,ME,10/10/1988 21:00
5958,Boulder,,LIGHT,CO,10/10/1988 22:00
5959,Seattle,,,WA,10/10/1988 22:45
5960,Greers Ferry,,CIRCLE,AR,10/15/1988 0:30
5961,Bremerton,,CIRCLE,WA,10/15/1988 2:00
5962,Tacoma,,CIRCLE,WA,10/15/1988 13:00
5963,Orono,,TRIANGLE,ME,10/15/1988 19:55
5964,Missouri,,,MO,10/15/1988 20:00
5965,Pilot Knob,,CIGAR,MO,10/15/1988 20:00
5966,Belle,,,MO,10/15/1988 20:15
5967,Loveland,,CHEVRON,CO,10/15/1988 20:30
5968,Odessa,RED,CIRCLE,TX,10/15/1988 21:00
5969,Masfield,BLUE,LIGHT,OH,10/15/1988 22:00
5970,Big Spring,,OTHER,TX,10/15/1988 22:45
5971,Barnhart,,CYLINDER,NH,10/15/1988 23:30
5972,Philadelphia,,OVAL,PA,10/16/1988 9:30
5973,Tinker AFB,,CHEVRON,OK,10/17/1988 3:30
5974,Charlotte,GREEN,TRIANGLE,MI,10/17/1988 23:00
5975,Spokane,,VARIOUS,WA,10/20/1988 21:30
5976,Holmes,,FORMATION,NY,10/21/1988 21:00
5977,New York City,,SPHERE,NY,10/22/1988 20:30
5978,Interstate 10,,OVAL,LA,10/22/1988 22:33
5979,Green River,,CONE,UT,10/22/1988 23:16
5980,Miami,,LIGHT,FL,10/25/1988 5:00
5981,Rimini,,DISK,SC,10/26/1988 23:00
5982,Miami,,,FL,10/28/1988 3:00
5983,Collinsville,,LIGHT,IL,10/30/1988 22:00
5984,Tacoma,,DISK,WA,10/31/1988 4:00
5985,Tryon,ORANGE,TRIANGLE,OK,10/31/1988 22:00
5986,Clackamas,,CYLINDER,OR,11/1/1988 21:00
5987,Fort Lewis,,CIRCLE,WA,11/11/1988 19:00
5988,Sweetwater,GREEN,VARIOUS,TX,11/14/1988 22:30
5989,Dexter,,DISK,NY,11/15/1988 5:30
5990,Dexter,,DISK,NY,11/15/1988 5:30
5991,Dexter,,DISK,NY,11/15/1988 5:30
5992,Stockton,RED,TRIANGLE,CA,11/15/1988 18:00
5993,Scaley,,DISK,NC,11/15/1988 22:30
5994,Tecumseh,,OTHER,OK,11/19/1988 1:30
5995,Anaheim,,CIRCLE,CA,11/19/1988 18:15
5996,Anaheim,,DISK,CA,11/19/1988 18:15
5997,Sunnyvale,,OTHER,CA,11/19/1988 20:30
5998,El Dorado Hills,,,CA,11/27/1988 1:30
5999,Alamogordo,,LIGHT,NM,11/27/1988 21:00
6000,Hickory Plains,,,AR,11/30/1988 4:30
6001,south of the border,,DISK,NC,12/1/1988 22:00
6002,Fort Lauderdale,YELLOW,CIRCLE,FL,12/1/1988 23:30
6003,Hilo,,LIGHT,HI,12/2/1988 22:30
6004,Ohio City,,DISK,OH,12/14/1988 9:00
6005,Liberty,,TRIANGLE,NC,12/15/1988 23:30
6006,Miami to St. Paul,,VARIOUS,IL,12/20/1988 21:00
6007,Santa Rosa,,VARIOUS,CA,12/22/1988 3:55
6008,I-10,,,TX,12/23/1988 1:01
6009,Ovid,,FORMATION,MI,12/23/1988 20:35
6010,Memphis,,LIGHT,TN,1/1/1989 23:00
6011,Wagoner,,LIGHT,OK,1/1/1989 23:59
6012,Philadelphia,,CIGAR,PA,1/5/1989 0:15
6013,Fort Collins,,LIGHT,CO,1/7/1989 17:32
6014,Jackson,,FIREBALL,NJ,1/10/1989 23:00
6015,San Diego,,LIGHT,CA,1/10/1989 23:30
6016,Wenatchee,,VARIOUS,WA,1/15/1989 15:00
6017,San Bernardino,,,CA,1/15/1989 22:00
6018,Laramie,,OTHER,WY,1/17/1989 20:00
6019,Laramie,,DISK,WY,1/19/1989 20:15
6020,Bourbonnais,,OTHER,IL,1/20/1989 18:00
6021,Montgomery,,,IL,1/29/1989 23:00
6022,Waldorf,,OVAL,MD,2/1/1989 12:00
6023,Mahogany Hammock,,DISK,FL,2/4/1989 23:30
6024,Mont Alto,,OVAL,PA,2/10/1989 18:00
6025,Chicago,,OTHER,IL,2/11/1989 22:00
6026,Kenosha,,OTHER,WI,2/12/1989 19:00
6027,Savannah,,OTHER,GA,2/15/1989 5:00
6028,Shiocton,YELLOW,OTHER,WI,2/15/1989 22:00
6029,Eastern border,,,UT,2/27/1989 23:00
6030,Fort Worth,,LIGHT,TX,3/1/1989 1:30
6031,Marshall Creek,,DISK,PA,3/1/1989 12:15
6032,Poughkeepsie,,CHEVRON,NY,3/1/1989 20:00
6033,Yakima,BLUE,,WA,3/1/1989 21:00
6034,New Lenox,,EGG,IL,3/6/1989 1:00
6035,Sheridan,,,MT,3/10/1989 22:30
6036,Houston,,SPHERE,TX,3/12/1989 23:45
6037,Tulsa,,RECTANGLE,OK,3/15/1989 19:00
6038,Rockfish,,TRIANGLE,VA,3/15/1989 19:30
6039,Woodstock,,CIRCLE,GA,3/15/1989 23:30
6040,Grand Junction,,VARIOUS,CO,4/1/1989 9:30
6041,Wallops Island,,CYLINDER,VA,4/2/1989 13:00
6042,Idaho Falls,,RECTANGLE,ID,4/15/1989 3:30
6043,Mentone,RED,OTHER,CA,4/16/1989 18:00
6044,New York City,,OTHER,NY,4/19/1989 20:00
6045,Walnut Cove,RED,TRIANGLE,NC,4/21/1989 1:00
6046,Port Townsend,,CIGAR,WA,4/23/1989 14:00
6047,Lemoore,RED,OTHER,CA,5/1/1989 17:00
6048,Golden Shores,,FORMATION,AZ,5/1/1989 22:00
6049,Palo,,LIGHT,IA,5/1/1989 22:00
6050,Tuttle,,FORMATION,OK,5/1/1989 22:00
6051,Sedona,,OTHER,AZ,5/5/1989 17:00
6052,Talladega,,RECTANGLE,AL,5/7/1989 11:50
6053,Richmond,,CIGAR,VA,5/8/1989 14:00
6054,Tucson,,OTHER,AZ,5/10/1989 11:00
6055,Wichita Falls,GREEN BLUE,OVAL,TX,5/12/1989 14:30
6056,Tazewell,,OVAL,VA,5/12/1989 23:00
6057,Louisiana,,TRIANGLE,LA,5/15/1989 1:00
6058,Malvern,,TRIANGLE,AR,5/15/1989 1:00
6059,Tyler,,LIGHT,TX,5/15/1989 2:00
6060,Hooksett,,,NH,5/15/1989 14:00
6061,Interstate 40,,CIRCLE,AZ,5/15/1989 20:00
6062,Barneveld,,TRIANGLE,NY,5/15/1989 21:30
6063,Manassas,,TRIANGLE,VA,5/15/1989 21:30
6064,Ridgecrest,,FIREBALL,CA,5/15/1989 22:00
6065,Kent,,CHEVRON,CT,5/15/1989 22:30
6066,Quitman,,CIRCLE,MS,5/19/1989 20:00
6067,San Diego,,OTHER,CA,5/30/1989 16:00
6068,Baker City,,,OR,5/30/1989 21:00
6069,Chicago,,FORMATION,IL,6/1/1989 0:00
6070,New Mexico,,SPHERE,NM,6/1/1989 0:00
6071,Peoria,,CIRCLE,IL,6/1/1989 0:00
6072,Whitehouse Station,,DISK,NJ,6/1/1989 0:00
6073,San Diego,,OTHER,CA,6/1/1989 2:00
6074,Mansfield,,OTHER,OH,6/1/1989 4:55
6075,Daytona Beach,ORANGE,SPHERE,FL,6/1/1989 6:50
6076,Rhinebeck,,CHEVRON,NY,6/1/1989 16:00
6077,Groveland,,LIGHT,NY,6/1/1989 19:00
6078,Dallas,,CIGAR,TX,6/1/1989 20:00
6079,Hilo,,,HI,6/1/1989 20:00
6080,New Cumberland,,RECTANGLE,PA,6/1/1989 21:00
6081,Pittsfield,BLUE,DISK,MA,6/1/1989 21:00
6082,Wheelock,,OTHER,VT,6/1/1989 21:30
6083,South Elgin,,,IL,6/1/1989 22:00
6084,Vandalia,,TRIANGLE,MO,6/1/1989 22:00
6085,Enloe,,TRIANGLE,TX,6/1/1989 23:00
6086,New York City,,,NY,6/1/1989 23:00
6087,Roswell,,,NM,6/1/1989 23:00
6088,Upper Marlboro,,DISK,MD,6/1/1989 23:00
6089,Macon,,CIRCLE,GA,6/2/1989 21:00
6090,Hooverson Heights,,OTHER,WV,6/7/1989 22:00
6091,Sacramento,,OTHER,CA,6/11/1989 18:40
6092,Port Isabel,,DISK,TX,6/12/1989 17:00
6093,Houston,,OTHER,TX,6/12/1989 22:30
6094,Kansas City,,VARIOUS,MO,6/15/1989 0:00
6095,Point Pleasant,,,WV,6/15/1989 2:00
6096,Orem,BLUE,FORMATION,UT,6/15/1989 18:15
6097,Bakersfield,,DISK,CA,6/15/1989 20:00
6098,Brockton,,DISK,MA,6/15/1989 20:00
6099,Rancho,,,CA,6/15/1989 20:00
6100,Pensacola,,,FL,6/15/1989 20:30
6101,Patten,,TRIANGLE,ME,6/15/1989 21:00
6102,Cashmere,,,WA,6/15/1989 22:00
6103,Severna Park,,,MD,6/20/1989 1:00
6104,Albuquerque,,FORMATION,NM,6/20/1989 22:45
6105,Palm City,GREEN,LIGHT,FL,6/23/1989 22:00
6106,Sparta,,LIGHT,TN,6/25/1989 23:59
6107,Des Moines,,DISK,IA,6/30/1989 1:00
6108,Fort Jackson,,TRIANGLE,SC,6/30/1989 1:00
6109,Rathdrum,,SPHERE,CO,6/30/1989 16:00
6110,Banning,,TRIANGLE,CA,6/30/1989 21:00
6111,Ellenville,,OTHER,NY,6/30/1989 21:00
6112,Coolidge,,TRIANGLE,AZ,6/30/1989 21:30
6113,None,,OTHER,CO,6/30/1989 22:30
6114,Hebo,ORANGE,SPHERE,OR,7/1/1989 1:00
6115,Cedar Rapids,,TRIANGLE,IA,7/1/1989 3:30
6116,Laramie,,OTHER,WY,7/1/1989 14:00
6117,Green Bay,,CIRCLE,WI,7/1/1989 15:00
6118,Tupelo,GREEN,DISK,MS,7/1/1989 21:00
6119,Berkshire,,CHEVRON,NY,7/1/1989 21:30
6120,Stony Point,,TRIANGLE,NY,7/1/1989 22:00
6121,Lovell,,TRIANGLE,ME,7/1/1989 23:00
6122,Lawrence,,CHEVRON,KS,7/3/1989 22:30
6123,Belleville,,TRIANGLE,KS,7/3/1989 23:00
6124,Morganton,,SPHERE,NC,7/4/1989 12:30
6125,Los Angelas,,DISK,CA,7/4/1989 21:00
6126,Loveland,,CIGAR,CO,7/5/1989 23:30
6127,Waterford,,LIGHT,MI,7/6/1989 2:30
6128,Blyth,,RECTANGLE,AZ,7/7/1989 1:30
6129,Destin,RED,FIREBALL,FL,7/9/1989 7:00
6130,Beardstown,,CIRCLE,IL,7/9/1989 20:20
6131,Daytona Beach,GREEN,OTHER,FL,7/10/1989 0:00
6132,Mansfield,,LIGHT,OH,7/10/1989 23:00
6133,Sea Isle,,SPHERE,NJ,7/12/1989 5:00
6134,Defiance,,TRIANGLE,OH,7/15/1989 1:30
6135,Fire Mountain,,TRIANGLE,NV,7/15/1989 3:00
6136,St. Clair Shores,,SPHERE,MI,7/15/1989 6:00
6137,Avilla,RED,TRIANGLE,AR,7/15/1989 20:00
6138,Fresno,,FIREBALL,CA,7/15/1989 21:00
6139,Marion,,DISK,IN,7/17/1989 22:00
6140,Nags Head,,VARIOUS,NC,7/20/1989 22:00
6141,Waterloo,,SPHERE,IA,7/25/1989 20:00
6142,Jackson,,LIGHT,NJ,7/25/1989 22:00
6143,Beaverton,,CYLINDER,OR,7/26/1989 21:00
6144,Santa Rosa,RED ORANGE,SPHERE,CA,7/26/1989 22:00
6145,Clarksville,,LIGHT,IN,8/1/1989 11:00
6146,Yountville,,DISK,CA,8/1/1989 16:00
6147,San Diego,ORANGE,FORMATION,CA,8/1/1989 23:00
6148,Elk Park,,TRIANGLE,NC,8/1/1989 23:30
6149,Corpus Christi,,TRIANGLE,TX,8/3/1989 1:00
6150,Chappaqua,,CYLINDER,NY,8/8/1989 20:00
6151,The Dalles,,TRIANGLE,OR,8/8/1989 22:00
6152,Redmond,,TRIANGLE,OR,8/10/1989 0:00
6153,Martinsburg,,TRIANGLE,WV,8/10/1989 3:00
6154,Tupelo,,CYLINDER,MS,8/10/1989 14:00
6155,Novato,,DISK,CA,8/10/1989 18:00
6156,Portsmouth,,EGG,NH,8/11/1989 18:00
6157,St. Joseph,,LIGHT,MO,8/15/1989 0:00
6158,Dayton,,SPHERE,TX,8/15/1989 1:00
6159,Highlands,,OTHER,NC,8/15/1989 20:30
6160,Ft. Carson,,DISK,NM,8/18/1989 12:00
6161,Cleveland,,DISK,OH,8/19/1989 12:00
6162,North Kingstown,,LIGHT,RI,8/20/1989 14:00
6163,Grahamsville,,RECTANGLE,NY,8/22/1989 22:15
6164,Accokeek,,,MD,8/24/1989 23:45
6165,Key West,,TEARDROP,FL,8/30/1989 20:05
6166,Roswell,,,GA,9/1/1989 0:00
6167,Franklin,,SPHERE,NC,9/1/1989 14:00
6168,Hiddenite,RED,DISK,NC,9/1/1989 18:00
6169,Cincinnati,,TRIANGLE,OH,9/1/1989 20:00
6170,DuQuoin,,DISK,IL,9/2/1989 18:30
6171,Glennie,,LIGHT,MI,9/3/1989 4:00
6172,Palm Springs,,DISK,CA,9/6/1989 16:58
6173,Bellevue,,SPHERE,WA,9/6/1989 19:00
6174,Kent Cliffs,RED,DISK,NY,9/10/1989 23:00
6175,Englewood,,OTHER,FL,9/12/1989 0:00
6176,Waterloo,,OVAL,IA,9/12/1989 0:00
6177,Rocky Point,,,NY,9/15/1989 2:00
6178,Austin,,CIRCLE,TX,9/15/1989 21:00
6179,California desert,,LIGHT,CA,9/15/1989 21:00
6180,Peekskill,,,NY,9/15/1989 22:30
6181,Mt. Morris,,RECTANGLE,NY,9/15/1989 23:35
6182,Grandview,,CIRCLE,MO,9/17/1989 5:37
6183,Sierra Madre,,TEARDROP,CA,9/20/1989 16:00
6184,Oak Ridge,,DISK,TN,9/27/1989 20:30
6185,Miami,,CHEVRON,FL,9/29/1989 6:15
6186,McAlpin,ORANGE,,FL,9/30/1989 22:00
6187,MacKay,,DISK,ID,10/1/1989 16:00
6188,Ft. Walton Beach,,CIRCLE,FL,10/1/1989 18:00
6189,Winchester,ORANGE,OVAL,KY,10/1/1989 18:00
6190,Jacksonville,,CIRCLE,IL,10/1/1989 20:00
6191,Pawling,,OVAL,NY,10/1/1989 20:00
6192,Carmichael,,RECTANGLE,CA,10/1/1989 21:30
6193,Orono,,DISK,ME,10/1/1989 21:30
6194,Harrison,,OTHER,NY,10/7/1989 23:00
6195,Calabasas,,DISK,CA,10/10/1989 0:00
6196,Centralia,,TRIANGLE,WA,10/10/1989 21:00
6197,Kranklin,,TRIANGLE,KY,10/10/1989 21:00
6198,Kewanee,,SPHERE,IL,10/11/1989 21:00
6199,Kewanee,,SPHERE,IL,10/11/1989 21:00
6200,Hampton,,CIGAR,VA,10/15/1989 5:00
6201,Morgantown,,TRIANGLE,WV,10/15/1989 10:30
6202,Batesville,,DISK,AR,10/15/1989 19:00
6203,Bloomingdale,BLUE,SPHERE,NJ,10/15/1989 20:00
6204,Mint Hill,,TRIANGLE,NC,10/15/1989 20:00
6205,Glennallen,,,AK,10/15/1989 22:00
6206,Tucson,,SPHERE,AZ,10/16/1989 8:00
6207,Norwalk,,TRIANGLE,CT,10/17/1989 19:00
6208,San Jose,,TRIANGLE,CA,10/17/1989 21:00
6209,San Jose,,FLASH,CA,10/17/1989 22:30
6210,Wallingford,,OVAL,CT,10/18/1989 13:00
6211,Forest City,,DISK,NC,10/18/1989 21:00
6212,Shasta Lake,,DIAMOND,CA,10/18/1989 21:30
6213,West Palm Beach,,CYLINDER,FL,10/20/1989 0:00
6214,Newfoundland,,OTHER,PA,10/20/1989 3:00
6215,Diamond Bar,,VARIOUS,CA,10/20/1989 18:30
6216,Fayetteville,,FIREBALL,NC,10/22/1989 0:00
6217,De Soto,,OVAL,MO,10/30/1989 20:00
6218,El Jebel,,,CO,10/31/1989 18:30
6219,Amesville,RED,TRIANGLE,CT,11/1/1989 20:00
6220,Dallas,,VARIOUS,TX,11/1/1989 20:25
6221,Groom Lake,,EGG,NV,11/5/1989 2:00
6222,Kingman,GREEN,SPHERE,AZ,11/6/1989 2:00
6223,Washburn,RED,CIRCLE,MO,11/7/1989 19:30
6224,Phoenix,,LIGHT,AZ,11/10/1989 23:00
6225,Oklahoma,ORANGE,SPHERE,OK,11/14/1989 19:00
6226,Sapulpa,,TRIANGLE,OK,11/14/1989 20:00
6227,Dexter,,DISK,NY,11/15/1989 5:30
6228,San Antonio,,DIAMOND,TX,11/15/1989 18:00
6229,Currituck County,BLUE,DISK,NC,11/15/1989 22:00
6230,Wolf Creek drainage,,SPHERE,OR,11/15/1989 23:00
6231,Cooper City,,TRIANGLE,FL,11/22/1989 21:00
6232,Tallahassee,,SPHERE,FL,11/24/1989 12:00
6233,Davis,,TRIANGLE,CA,11/24/1989 13:30
6234,New Haven,,CIGAR,CT,11/25/1989 18:30
6235,Theresa,,TRIANGLE,WI,11/25/1989 19:00
6236,Monroe,,,LA,11/25/1989 22:00
6237,Dallas,,TRIANGLE,TX,11/26/1989 21:35
6238,Peace Vally,ORANGE,EGG,MO,11/28/1989 18:35
6239,Alvin,RED GREEN BLUE,SPHERE,TX,12/1/1989 17:30
6240,Kansas City,,OTHER,MO,12/1/1989 19:00
6241,Vancleave,,TRIANGLE,MS,12/1/1989 19:00
6242,Grand Canyon,,FORMATION,AZ,12/1/1989 21:00
6243,Independence,,TRIANGLE,MO,12/1/1989 22:00
6244,Bushnell,,TRIANGLE,FL,12/4/1989 1:55
6245,Cape May,ORANGE,SPHERE,NJ,12/10/1989 22:00
6246,Douglas Island,,SPHERE,AK,12/12/1989 7:00
6247,Tusayan,,DISK,AZ,12/13/1989 17:30
6248,Pineville,,RECTANGLE,LA,12/13/1989 23:00
6249,Glennwood,,SPHERE,OR,12/15/1989 18:00
6250,Sunnyvale,,OTHER,CA,12/16/1989 0:00
6251,Mosheim,,OVAL,TN,12/17/1989 22:00
6252,Cicero,,LIGHT,NY,12/22/1989 3:00
6253,Chicago,,DISK,IL,12/23/1989 8:00
6254,Hockessin,,SPHERE,DE,12/23/1989 20:00
6255,Orrington,,TRIANGLE,ME,12/24/1989 23:45
6256,Ocala,,TRIANGLE,FL,12/31/1989 23:00
6257,Minneapolis,,,MN,1/1/1990 0:00
6258,no data,,,NV,1/1/1990 23:00
6259,Barkhamsted,,,CT,1/3/1990 20:00
6260,New Orleans,,DISK,LA,1/6/1990 22:00
6261,Sutton,,VARIOUS,AK,1/7/1990 9:00
6262,Americus,,OVAL,IN,1/11/1990 3:30
6263,Livingston,,CIRCLE,CA,1/14/1990 20:00
6264,Platteville,RED ORANGE,DISK,WI,1/15/1990 1:00
6265,Hiawassee,,TRIANGLE,GA,1/15/1990 12:30
6266,Melvin,,DISK,IL,1/15/1990 18:30
6267,Richmond,,TRIANGLE,VA,1/23/1990 20:00
6268,Brigantine,,,NJ,2/1/1990 21:00
6269,Murfreesboro,,OVAL,TN,2/2/1990 17:10
6270,Douglas,,OTHER,GA,2/3/1990 11:30
6271,Lansing,ORANGE,FORMATION,MI,2/4/1990 2:16
6272,Sleepy Creek,,LIGHT,NC,2/5/1990 21:00
6273,Plattsburg,YELLOW,LIGHT,NY,2/9/1990 2:30
6274,Indianapolis,,TEARDROP,IN,2/14/1990 9:24
6275,Davenport,,TRIANGLE,IA,2/14/1990 19:30
6276,Boston,,OTHER,MA,2/15/1990 15:30
6277,Brockton,,OTHER,MA,2/15/1990 20:15
6278,Brockton,,TRIANGLE,MA,2/15/1990 20:17
6279,Waterloo,,FORMATION,IL,2/15/1990 21:00
6280,Brownsburg,,SPHERE,IN,2/20/1990 6:40
6281,Wimberley,,TRIANGLE,TX,2/25/1990 22:45
6282,San Clemente,,DISK,CA,2/28/1990 22:00
6283,Williston,BLUE,FIREBALL,FL,3/1/1990 21:00
6284,Maryville,,OTHER,TN,3/15/1990 17:30
6285,Valley Mills,,OVAL,TX,3/15/1990 19:00
6286,Sitka,RED BLUE,LIGHT,AK,3/15/1990 20:50
6287,Farmville,,DISK,NC,3/15/1990 22:00
6288,Los Altos,,,CA,3/15/1990 22:00
6289,Janesville,,LIGHT,WI,3/15/1990 22:30
6290,Buena Park,,,CA,4/10/1990 20:35
6291,Indianapolis,,CIRCLE,IN,4/14/1990 6:30
6292,Knoxville,,OTHER,TN,4/15/1990 0:05
6293,Charlottesville,,OTHER,VA,4/15/1990 1:30
6294,Thornwood,,LIGHT,NY,4/15/1990 22:00
6295,Datil,,DISK,NM,4/27/1990 7:20
6296,East Windsor,,TEARDROP,NJ,5/1/1990 13:00
6297,Kingman,,FLASH,AZ,5/1/1990 20:00
6298,New Castle,,LIGHT,PA,5/1/1990 20:30
6299,Malibu,,DISK,CA,5/4/1990 12:20
6300,Arlington,,CHEVRON,VA,5/5/1990 21:40
6301,Canton,,CIRCLE,OH,5/15/1990 13:35
6302,Tioga,,CIGAR,LA,5/15/1990 17:50
6303,Raymond,,OVAL,NH,5/15/1990 19:30
6304,West Point,,TRIANGLE,NY,5/15/1990 20:00
6305,Norwalk,,OTHER,CA,5/19/1990 17:15
6306,Seneca,RED,LIGHT,SC,5/21/1990 20:50
6307,Perl Island,,SPHERE,AK,5/22/1990 23:00
6308,Eugene,RED,LIGHT,OR,5/24/1990 23:00
6309,South Fallsburg,,CIRCLE,NY,5/25/1990 10:00
6310,Stanwood,,RECTANGLE,WA,5/26/1990 21:00
6311,Lenexa,,OTHER,KS,5/26/1990 23:15
6312,Sante Fe,,TRIANGLE,NM,5/28/1990 17:00
6313,Lextington,,FIREBALL,OH,5/29/1990 1:15
6314,Florissant,,SPHERE,MO,6/1/1990 0:00
6315,Levitown,RED,DIAMOND,NY,6/1/1990 2:30
6316,Lewisburg,,LIGHT,PA,6/1/1990 5:00
6317,Bridgeton,,DISK,NJ,6/1/1990 7:00
6318,Santa Rosa,,SPHERE,CA,6/1/1990 11:00
6319,Allentown,,OTHER,PA,6/1/1990 12:00
6320,Greenville,,DISK,DE,6/1/1990 12:00
6321,Orting,,DISK,WA,6/1/1990 12:00
6322,San Diego,,RECTANGLE,CA,6/1/1990 12:00
6323,Delta,,CIGAR,LA,6/1/1990 20:00
6324,Elfin Forest,,,CA,6/1/1990 20:00
6325,Henryetta,,LIGHT,OK,6/1/1990 20:00
6326,Maryland,,TRIANGLE,MD,6/1/1990 20:00
