city,country,2017,2018,2019,2020,2021,2022,2023
Belau,Germany,9.4,9.3,10.0,8.2,7.9,8.3,8.2
Bensheim,Germany,0,0,0,0,8.6,8.3,8.2
Berlin,Germany,8.5,11.7,9.7,11.8,12.5,12.6,12.5
Bernau bei Berlin,Germany,15.9,16.4,13.2,10.9,12.5,11.1,11.1
Bernhausen,Germany,0,0,0,9.4,9.4,10.1,10.1
Biberach,Germany,0,0,0,8.9,8.1,9.1,9.0
Blankenfelde-Mahlow,Germany,17.4,16.8,12.3,10.3,12.1,10.0,10.2
Bonn,Germany,0,0,0,0,11.3,9.6,9.6
Borken,Germany,0,0,0,11.8,12.7,12.1,11.7
Bornheim,Germany,0,0,0,0,0,11.4,12.5
Bottrop,Germany,0,0,0,11.5,12.5,12.5,12.6
Brandenburg City,Germany,0,0,11.5,9.5,10.9,9.0,8.9
Braunschweig,Germany,12.7,12.5,10.3,7.9,9.2,9.8,9.7
Bremen,Germany,11.7,13.0,11.0,9.5,9.8,9.9,9.8
Bremerhaven,Germany,11.5,12.4,11.4,9.7,9.9,10.4,10.3
Buchholz in der Nordheide,Germany,0,0,0,0,14.7,10.0,9.8
Buckow,Germany,12.9,13.7,11.6,9.8,10.9,8.9,8.9
Burghausen,Germany,12.9,14.3,11.2,10.3,10.1,9.9,10.0
Bösel,Germany,12.2,13.6,11.7,8.8,9.1,9.2,9.2
Cottbus,Germany,15.7,16.1,11.6,10.4,11.8,11.0,10.9
Cuxhaven,Germany,0,0,0,0,8.4,8.1,8.1
Dallgow-Doeberitz,Germany,0,0,10.0,9.3,9.7,9.8,9.7
Datteln,Germany,14.4,14.4,10.8,8.6,10.6,12.3,12.2
Dierkow-West,Germany,0,0,0,0,12.4,10.9,10.9
Dortmund,Germany,14.2,14.5,11.8,10.6,11.3,12.1,11.8
Dresden,Germany,13.3,14.9,11.5,10.3,10.8,13.2,13.2
Duderstadt,Germany,0,0,0,0,8.2,7.6,7.6
Duisburg,Germany,12.5,13.2,12.3,11.8,13.2,12.5,12.4
Düsseldorf,Germany,12.3,12.5,12.9,10.7,11.4,12.0,11.9
Eberswalde,Germany,14.8,16.0,11.4,10.4,10.8,12.3,12.2
Eggebek,Germany,9.2,12.3,10.8,8.2,8.6,8.0,7.9
Eggenstein,Germany,0,0,0,8.1,9.0,10.2,10.2
Eisenach,Germany,0,0,0,0,7.6,8.2,8.3
Eisenhuttenstadt,Germany,14.7,16.7,11.8,10.4,10.3,10.0,9.9
Elsterwerda,Germany,16.1,16.2,11.7,10.5,11.3,8.8,8.7
Emden,Germany,0,0,0,5.9,5.5,5.8,5.7
Emsland,Germany,0,0,11.0,8.2,8.5,8.1,8.0
Erfurt,Germany,10.4,12.0,9.2,9.0,10.7,9.9,9.8
Essen,Germany,13.1,13.9,11.7,9.6,10.8,11.2,11.2
Ettlingen,Germany,0,0,12.1,11.3,10.9,7.9,6.7
Flensburg,Germany,10.4,12.2,10.9,9.1,9.8,9.0,9.0
Frankfurt am Main,Germany,0,0,12.8,9.8,10.5,10.0,10.0
Frankfurt/Oder,Germany,16.0,16.8,12.3,10.7,12.2,11.0,10.9
Freiburg,Germany,10.5,10.6,9.4,8.1,7.5,9.0,8.9
Friedrichshafen,Germany,0,0,0,9.7,10.5,10.7,10.6
Fulda,Germany,14.0,14.4,12.2,10.5,10.4,8.5,8.5
Furth,Germany,0,0,0,0,10.6,10.7,10.7
Gartringen,Germany,0,0,0,8.1,8.2,9.0,9.0
Garz/Rugen,Germany,0,0,0,6.6,7.9,8.4,8.4
Gelsenkirchen,Germany,16.5,16.6,14.0,11.9,13.0,13.8,13.8
Giessen,Germany,13.6,14.1,13.7,12.7,12.9,12.9,12.8
Gohlen,Germany,0,0,0,7.9,9.5,9.5,9.6
Goldberg,Germany,0,0,0,0,13.2,10.2,10.2
Goslar,Germany,0,0,0,7.4,6.8,7.6,7.6
Gottingen,Germany,11.2,12.2,10.0,7.4,8.2,8.0,8.0
Greiz,Germany,11.9,13.1,9.8,9.7,10.6,9.8,9.7
Grunwald,Germany,0,0,9.0,7.6,8.4,8.8,8.7
Gulzow,Germany,11.5,12.0,9.5,8.5,9.3,8.2,8.3
Gustrow,Germany,12.0,11.6,10.2,8.9,10.4,9.3,9.3
Hagen,Germany,0,0,0,14.1,12.6,13.0,12.8
Halberstadt,Germany,11.1,12.9,9.9,8.1,8.1,8.8,8.8
Hamburg,Germany,12.4,12.3,10.8,9.1,10.0,10.7,10.7
Hannover,Germany,12.0,12.8,10.9,8.2,9.5,10.0,10.0
Hattingen,Germany,0,0,0,0,10.6,9.7,9.4
Heidelberg,Germany,0,0,0,8.5,9.2,8.9,8.9
Heilbronn,Germany,13.4,13.1,12.2,8.9,9.3,10.1,10.1
Heppenheim (Bergstrasse),Germany,13.5,13.8,11.3,9.3,9.3,11.2,11.0
Herbolzheim,Germany,0,0,0,0,0,10.4,10.1
Herdorf,Germany,0,0,0,5.9,5.9,6.4,6.4
Herford,Germany,0,0,0,0,16.3,13.7,13.7
Hildesheim,Germany,0,0,11.4,8.0,9.1,10.3,10.3
Hummelshain,Germany,0,0,7.4,7.7,8.7,7.2,7.2
Itzehoe,Germany,11.1,12.1,10.3,9.1,10.1,9.1,8.9
Jadebusen,Germany,0,0,9.2,7.7,8.4,9.6,9.6
Jork,Germany,0,0,0,8.4,8.3,8.6,8.7
Kaiserslautern,Germany,11.9,12.5,10.2,8.9,7.9,9.5,9.4
Karlsruhe,Germany,11.6,11.4,11.2,9.1,9.6,9.6,9.5
Kassel,Germany,0,0,0,0,13.1,10.9,10.6
Kehl,Germany,12.3,11.5,11.4,9.9,10.3,10.9,10.8
Kelheim,Germany,13.5,13.8,11.0,9.8,10.1,10.2,10.4
Kiel,Germany,12.5,13.3,12.2,9.9,9.8,9.4,9.4
Koblenz,Germany,11.6,11.8,11.0,8.7,9.8,8.9,8.3
Konstanz,Germany,0,0,0,9.9,9.9,9.9,9.9
Krefeld,Germany,14.1,16.5,13.9,11.1,12.9,12.4,11.9
Kulmbach,Germany,0,0,0,0,8.2,8.9,8.8
Köln,Germany,14.8,15.3,12.8,9.4,9.9,10.5,10.3
Ladenburg,Germany,0,0,0,0,0,9.3,9.1
Lauenburg,Germany,0,0,10.4,8.3,9.3,8.9,8.8
Leipzig,Germany,12.8,14.7,11.6,9.6,10.1,10.6,10.5
Leizen,Germany,11.0,11.9,10.7,8.7,9.4,8.6,8.6
Leverkusen,Germany,0,15.5,13.0,9.1,9.6,10.0,9.8
Limburg an der Lahn,Germany,0,0,0,0,10.4,10.4,10.4
Lindau (Bodensee),Germany,11.2,12.4,10.2,9.8,9.3,9.9,9.8
Locknitz,Germany,0,0,9.7,8.4,9.2,9.4,9.4
Luchow,Germany,11.3,11.6,10.1,7.7,8.1,8.5,8.5
Luckenwalde,Germany,0,0,11.5,10.5,11.9,11.0,11.0
Luder,Germany,8.7,10.1,8.3,7.3,7.7,7.1,7.1
Ludwigsburg,Germany,0,0,0,9.1,9.5,9.8,9.8
Ludwigshafen am Rhein,Germany,13.1,13.3,11.5,10.1,10.8,11.4,11.3
Lübeck,Germany,10.6,11.4,9.7,10.3,13.3,10.9,10.8
Lüneburg,Germany,0,0,0,0,8.9,8.7,8.8
Mainz,Germany,12.5,12.6,11.5,10.4,10.7,10.1,10.1
Mannheim,Germany,13.8,12.7,12.3,10.3,10.7,11.3,11.3
Meerbusch,Germany,0,0,0,0,0,10.4,10.5
Meiderich,Germany,0,0,0,0,17.1,14.0,13.7
Meiningen,Germany,0,0,0,0,6.2,6.1,6.1
Meppen,Germany,0,0,0,0,17.8,15.3,15.3
Merzalben,Germany,6.3,7.4,5.4,4.7,5.1,6.2,6.2
Mulheim,Germany,0,0,0,0,10.8,12.0,11.7
Munich,Germany,13.8,13.6,10.6,9.8,10.3,10.7,10.7
Mönchengladbach,Germany,13.8,13.8,10.2,9.5,10.0,12.1,11.8
Mühlhausen/Thüringen,Germany,0,0,10.7,10.3,12.9,11.5,11.5
Münster,Germany,0,0,0,13.0,10.9,12.3,12.1
Münstertal/Schwarzwald,Germany,0,0,5.9,4.8,5.0,5.6,5.6
Nauen,Germany,14.2,15.2,11.5,10.1,11.2,10.7,10.6
Nettetal,Germany,0,0,0,11.9,12.2,12.6,12.6
Netzschkau,Germany,0,0,0,7.6,7.2,7.4,7.3
Neu Isenburg,Germany,0,0,0,6.4,7.1,6.3,5.7
Neu-Ulm,Germany,12.5,13.2,10.6,10.0,10.1,10.5,10.4
Neuenburg,Germany,0,0,0,8.9,10.1,10.7,10.6
Neuhaus am Rennweg,Germany,0,0,0,0,5.5,5.4,5.5
Neuruppin,Germany,0,14.2,11.6,9.9,11.4,9.9,9.9
Neuwied,Germany,10.6,11.4,9.6,8.6,9.0,9.6,9.5
Niederzier,Germany,13.8,15.4,13.1,13.7,12.6,12.7,12.1
Niesky,Germany,0,0,0,8.5,8.8,9.2,9.2
Northeim,Germany,0,0,14.2,13.0,15.2,13.0,13.0
Nürnberg,Germany,0,0,11.3,11.1,11.8,12.9,13.0
Oberaudorf,Germany,12.7,13.6,11.5,10.0,10.0,10.1,10.1
Oberhausen,Germany,0,0,0,14.3,12.9,14.100.000.000.000.000,13.75
Oldenburg,Germany,15.0,13.9,12.0,8.6,9.1,9.5,9.5
Osnabruck,Germany,0,0,0,0,9.4,9.5,9.4
Ostfriesland,Germany,0,0,0,9.1,9.0,9.4,9.3
Ostwestfalen,Germany,0,0,0,11.6,10.5,10.8,10.6
Passau,Germany,15.1,14.9,12.6,11.4,11.6,11.4,11.6
Pfalzgrafenweiler,Germany,0,0,12.6,12.3,13.5,12.8,12.6
Pforzheim,Germany,10.4,11.0,9.7,8.4,9.0,9.7,9.5
Pirmasens,Germany,0,0,0,9.3,9.2,10.0,10.0
Potsdam,Germany,14.9,14.8,11.5,9.7,10.9,10.4,10.3
Radebeul,Germany,0,0,0,9.7,8.7,9.1,9.1
Ratingen,Germany,0,0,0,0,10.3,10.3,10.0
Raunheim,Germany,0,12.6,10.7,9.7,9.6,9.0,8.9
Regensburg,Germany,0,0,14.5,12.4,8.7,5.6,5.7
Reutlingen,Germany,14.5,12.7,11.9,8.5,9.0,10.0,9.9
Rhein-Erft-Kreis,Germany,0,0,0,10.6,10.7,10.6,10.5
Rostock,Germany,13.0,14.4,11.8,9.6,10.1,10.1,10.0
Saalfeld,Germany,0,0,0,0,9.9,10.5,10.5
Salzgitter,Germany,10.9,12.3,9.8,7.5,8.5,8.8,8.7
Schelklingen,Germany,0,0,0,0,11.1,9.9,9.0
Schwabach,Germany,0,0,0,0,8.9,10.3,10.3
Schwabische Alb,Germany,0,0,7.7,6.5,6.3,7.0,7.0
Schwedt/Oder,Germany,13.3,16.0,10.6,9.9,10.8,10.4,10.2
Schwerin,Germany,12.1,12.5,11.9,9.1,12.0,10.2,10.1
Schwerte,Germany,12.3,13.1,8.7,8.4,9.4,11.2,10.9
Siesbach,Germany,0,0,0,0,5.8,6.7,6.5
Soest,Germany,0,0,0,8.3,9.2,9.2,9.0
Solingen,Germany,0,0,0,11.2,11.0,10.8,10.6
Solling,Germany,0,0,0,0,6.3,6.3,6.3
Spremberg,Germany,15.6,16.8,12.1,10.6,12.1,10.7,10.6
Stralsund,Germany,0,0,11.1,9.3,9.6,9.0,9.0
Stuttgart,Germany,13.6,12.8,11.7,11.0,10.1,11.1,11.1
Sulzbach-Rosenberg,Germany,0,0,0,0,8.9,9.5,9.4
Tauberbischofsheim,Germany,0,0,0,8.1,8.9,8.1,8.0
Tiefenbach,Germany,8.0,10.0,7.7,6.9,5.9,6.4,6.3
Titz,Germany,0,0,0,12.6,13.6,12.0,11.9
Tolk,Germany,0,0,0,0,13.8,14.1,13.8
Trier,Germany,12.5,12.8,10.9,10.1,10.2,10.8,10.7
Trollenhagen,Germany,0,0,0,0,11.9,10.1,10.0
Trostberg,Germany,12.0,12.8,10.3,9.7,9.4,8.9,9.0
Tubingen,Germany,11.1,11.1,10.9,9.3,9.6,10.6,10.5
Ulm,Germany,12.0,12.1,10.6,9.4,10.4,10.8,10.7
Villingen-Schwenningen,Germany,0,0,0,7.7,8.0,8.5,8.4
Wangen im Allgau,Germany,0,0,0,0,0,11.4,11.8
Warstein,Germany,11.6,13.3,8.2,9.2,12.5,11.6,11.4
Weil am Rhein,Germany,10.4,10.6,9.9,8.7,9.5,9.5,9.5
Weimar,Germany,12.4,13.7,9.6,9.1,10.4,9.3,9.3
Weinheim,Germany,0,0,0,0,11.3,11.4,11.4
Wesel,Germany,14.5,14.7,11.7,0,10.5,12.4,12.3
Weserbergland,Germany,0,0,10.3,7.9,8.3,7.9,8.0
Wiesbaden,Germany,0,12.6,9.8,9.2,9.9,9.2,8.9
Wiesloch,Germany,0,0,0,8.7,9.1,8.6,8.6
Wismar,Germany,0,0,0,10.2,10.7,9.7,9.7
Wittenberge,Germany,13.6,13.7,10.5,8.8,9.5,8.7,8.6
Wolfsburg,Germany,0,0,0,9.4,10.2,9.7,9.7
Wolgast,Germany,0,0,0,0,10.1,9.8,9.7
Worms,Germany,13.7,13.1,11.9,10.9,11.3,11.9,11.8
Wuppertal,Germany,12.9,13.9,11.5,9.4,9.9,11.8,11.7
Wurzburg,Germany,11.5,11.9,9.9,9.8,10.5,10.8,10.8
Zell am Main,Germany,0,0,0,0,0,10.8,11.2
Accra,Ghana,0,0,30.3,26.9,25.9,30.1,30.2
Kintampo,Ghana,0,0,0,0,28.9,32.9,31.5
Acharnes,Greece,0,0,0,0,19.5,21.6,21.4
Agia Varvara,Greece,0,0,0,0,17.1,18.8,18.8
Agios Ioannis Rentis,Greece,0,0,0,0,20.4,20.2,20.2
Agrinio,Greece,0,0,0,0,18.6,21.0,21.0
Aktaio,Greece,0,0,12.2,11.5,13.6,12.8,12.7
Alexandroupoli,Greece,0,0,0,0,19.6,19.5,19.2
Ano Liosia,Greece,0,0,16.7,17.9,19.2,17.8,17.8
Argyroupoli,Greece,0,0,0,0,15.2,16.2,14.9
Arta,Greece,0,0,0,0,0,12.4,12.4
Athens,Greece,0,0,22.3,17.7,19.2,19.2,19.2
Chaidari,Greece,0,0,0,16.5,17.4,16.1,16.0
Corfu,Greece,0,0,7.4,6.2,3.1,2.3,2.2
Glyfada,Greece,0,0,0,0,16.3,16.5,16.4
Ilion,Greece,0,0,0,0,22.2,22.0,24.3
Ioannina,Greece,0,0,0,0,22.9,22.9,23.9
Irakleio,Greece,0,0,0,0,20.8,23.6,23.0
Kardia,Greece,0,0,22.0,22.3,22.1,22.6,22.7
Keratsini,Greece,0,0,0,16.7,17.8,18.0,18.0
Khalandrion,Greece,0,0,0,18.4,19.4,19.5,19.5
Kipseli,Greece,0,0,20.7,16.9,17.8,18.5,18.6
Meligalas,Greece,0,0,0,0,22.5,20.2,20.4
Melissia,Greece,0,0,0,15.3,16.0,15.9,15.8
Metamorfosi,Greece,0,0,0,0,15.5,13.9,13.8
Nea Alikarnassos,Greece,0,0,0,0,15.7,15.2,15.2
Neapoli,Greece,0,0,0,0,0,17.5,17.4
Nikaia,Greece,0,0,15.0,13.1,14.2,11.3,11.8
Orestiada,Greece,0,0,0,0,24.2,20.0,20.2
Ovria,Greece,0,0,18.1,19.6,18.3,20.4,20.5
Palaio Faliro,Greece,0,0,0,0,18.5,15.0,14.1
Papagou,Greece,0,0,15.5,14.2,14.5,14.6,14.6
Patra,Greece,0,0,17.5,16.6,14.9,14.9,14.9
Patras,Greece,0,0,0,0,14.7,15.8,15.8
Pefki,Greece,0,0,0,16.3,17.9,18.8,18.9
Peraia,Greece,0,0,0,0,20.6,21.3,21.4
Peristera,Greece,0,0,0,0,17.7,16.6,14.6
Peristeri,Greece,0,0,0,0,21.4,20.2,20.2
Plagiari,Greece,0,0,0,0,22.1,22.9,23.2
Psychiko,Greece,0,0,0,0,17.5,18.2,18.2
Pyrgos,Greece,0,0,0,0,18.7,17.7,18.0
Rio,Greece,0,0,14.6,13.4,11.6,11.0,11.0
Sitia,Greece,0,0,0,0,0,17.7,17.8
Skyros,Greece,0,0,0,0,12.5,12.4,13.3
Souroti,Greece,0,0,0,0,17.6,19.5,19.6
Thermi,Greece,0,0,21.3,23.9,20.0,20.9,20.9
Thessaloniki,Greece,0,0,23.3,20.9,20.8,19.7,19.8
Tinos,Greece,0,0,0,0,12.1,13.1,13.2
Trikala,Greece,0,0,0,0,21.3,17.7,17.7
Vasilika,Greece,0,0,0,0,23.2,23.9,24.0
Vouliagmeni,Greece,0,0,0,12.5,12.8,13.2,13.1
Vrachnaiika,Greece,0,0,0,10.0,10.2,13.5,14.1
Vrilissia,Greece,0,0,0,0,17.5,17.7,17.7
Xanthi,Greece,0,0,0,21.6,22.5,21.2,21.4
Saint George's,Grenada,0,0,0,0,5.5,3.8,3.8
Tamuning,Guam,0,0,0,0,2.3,1.3,1.2
Antigua Guatemala,Guatemala,0,0,0,0,22.4,20.3,20.3
El Chol,Guatemala,0,0,0,19.2,17.0,14.2,13.5
Guatemala City,Guatemala,0,0,0,0,19.5,18.5,18.5
Jalapa,Guatemala,0,0,0,0,23.0,19.6,19.7
San Benito,Guatemala,0,0,20.2,0,19.2,18.5,18.6
Santa Catarina Pinula,Guatemala,0,0,0,0,0,9.5,9.7
Georgetown,Guyana,0,0,0,0,6.5,12.7,12.7
Linden,Guyana,0,0,0,0,0,12.2,11.8
Santa Lucia,Honduras,0,0,0,0,6.1,8.2,8.2
Tegucigalpa,Honduras,0,0,0,0,11.8,10.2,10.2
Hong Kong,Hong Kong SAR,21.8,20.2,20.3,15.4,15.9,14.4,14.4
Tai Po,Hong Kong SAR,0,0,0,0,17.8,17.4,17.3
Ajka,Hungary,0,0,0,12.1,12.4,10.2,11.4
Budapest,Hungary,0,16.5,14.0,13.8,14.2,11.2,11.8
Debrecen,Hungary,0,0,0,16.1,17.3,14.6,14.7
Dunaujvaros,Hungary,0,0,0,13.3,13.9,13.2,13.6
Esztergom,Hungary,0,0,0,14.5,13.9,13.2,12.9
Gyor,Hungary,0,0,0,12.5,14.6,13.9,13.8
Hernadszurdok,Hungary,0,0,0,13.1,14.5,12.0,12.2
Inarcs,Hungary,0,0,0,0,17.9,15.9,16.1
K-Puszta,Hungary,0,0,0,10.9,16.0,13.9,14.2
Kazincbarcika,Hungary,0,0,0,18.5,22.7,19.3,19.2
Komarom,Hungary,0,0,0,0,14.2,13.9,13.8
Miskolc,Hungary,0,24.4,21.9,21.0,23.4,17.6,17.8
Nyiregyhaza,Hungary,0,0,0,15.7,17.8,15.4,16.2
Pecs,Hungary,0,16.6,14.7,14.2,14.0,12.7,12.6
Sajoszentpeter,Hungary,0,0,0,21.7,25.7,18.0,19.1
Sopron,Hungary,0,0,0,10.8,11.9,10.9,10.4
Szeged,Hungary,0,17.3,15.7,16.2,26.4,14.1,13.5
Szolnok,Hungary,0,0,17.2,15.0,15.0,13.4,13.3
Tatabanya,Hungary,0,0,0,12.7,18.6,15.1,14.8
Veszprem,Hungary,0,0,0,12.6,12.5,13.4,13.4
Grundartangi,Iceland,0,3.7,8.4,9.1,4.9,4.0,3.9
Hafnarfjoerdur,Iceland,5.9,4.3,4.3,4.3,4.4,3.8,3.7
Husavik,Iceland,0,3.1,4.0,4.3,2.9,3.0,2.9
Kopavogur,Iceland,5.7,5.8,6.9,6.9,4.9,3.7,3.7
Reykjavik,Iceland,0,0,5.5,7.2,6.4,3.3,3.3
Agartala,India,0,0,0,0,39.2,42.3,45.7
Agra,India,110.6,104.8,57.2,80.2,73.4,38.2,40.2
Ahmedabad,India,0,76.1,59.0,49.0,55.1,53.3,53.5
Ajmer,India,0,54.0,48.1,39.8,43.7,52.1,52.1
Aladu,India,0,0,0,0,0,2.7,2.6
Alampur,India,0,0,59.2,66.2,72.5,74.1,71.8
Alandi,India,0,0,0,0,38.9,49.9,50.0
Allahabad,India,0,0,0,0,69.2,41.6,40.4
Alwar,India,0,52.8,46.4,41.1,42.9,41.9,41.8
Amaravati,India,0,35.6,33.0,28.9,29.5,29.1,29.0
Ambala,India,0,0,63.0,58.0,65.3,67.1,66.9
Amritsar,India,0,60.6,47.2,47.1,55.0,49.2,49.1
Anagalapura,India,0,0,0,0,0,33.4,32.6
Ankleshwar,India,0,0,41.3,51.7,66.5,60.2,59.6
Ariyalur,India,0,0,0,0,15.1,14.5,14.4
Asansol,India,0,64.4,50.9,55.3,59.7,61.3,59.9
Asopur,India,0,0,0,0,0,90.2,90.4
Bagalkot,India,0,0,0,29.6,20.5,23.9,23.9
Bahadurgarh,India,0,0,0,0,139.9,82.2,82.8
Balvandi,India,0,0,0,0,0,18.1,18.0
Barmer,India,0,0,0,0,15.2,13.1,13.0
Bathinda,India,0,0,31.0,41.2,44.9,29.3,29.3
Begusarai,India,0,0,0,0,24.9,19.7,20.2
Belgaum,India,0,0,0,0,28.1,45.0,42.4
Bengaluru,India,32.1,34.5,32.6,27.5,29.0,31.5,31.6
Bhagalpur,India,0,0,0,0,0,72.1,72.0
Bhagdeva,India,0,0,0,0,0,55.7,56.0
Bhiwadi,India,0,125.4,83.4,95.5,106.2,92.7,93.3
Bhiwani,India,0,0,61.6,39.0,53.8,73.5,74.0
Bhopal,India,0,0,44.6,39.1,42.6,40.5,40.6
Bilaspur,India,0,0,0,0,0,26.2,26.0
Bolai T.E.,India,0,0,0,0,0,11.1,11.4
Borivli,India,0,0,0,0,38.1,44.7,44.2
Bulandshahr,India,0,0,89.4,98.4,80.8,70.9,72.0
Chamrajnagar,India,0,0,0,0,21.5,17.4,17.2
Chandigarh,India,0,0,52.6,32.4,43.6,49.9,49.9
Chandra,India,0,0,0,0,0,32.2,32.0
Chandrapur,India,44.8,41.4,35.1,32.2,47.5,35.1,36.4
Chapra,India,0,0,0,0,0,85.9,85.7
Charkhi Dadri,India,0,0,0,0,73.9,77.4,76.8
Charoda,India,0,0,0,0,0,14.7,17.9
Chas,India,0,0,0,0,31.8,23.2,23.2
Chennai,India,39.8,43.2,34.6,26.5,25.2,25.3,25.3
Chikkaballapur,India,0,0,28.8,29.6,26.1,32.0,32.1
Chikmagalur,India,0,0,0,22.5,22.2,18.1,18.5
Coimbatore,India,0,0,0,27.5,36.2,28.9,29.1
Coraut,India,0,0,0,0,0,35.0,35.0
Cuddalore,India,0,0,0,0,23.7,30.3,29.8
Dadri,India,0,0,0,0,46.8,69.3,71.5
Damoh,India,0,0,39.3,36.3,37.1,31.1,30.1
Darbhanga,India,0,0,0,0,175.9,90.3,86.0
Davangere,India,0,0,0,0,23.4,25.2,25.7
Delhi (NCT),India,108.2,113.5,98.6,84.1,96.4,92.6,92.7
Dewas,India,0,48.2,38.5,39.2,38.9,42.9,42.2
Dhanwahi,India,0,0,0,0,0,24.8,25.1
Dharuhera,India,0,0,0,72.5,76.9,87.8,86.8
Dharwad,India,0,0,0,0,0,32.7,32.2
Digboi,India,0,0,0,0,6.9,1.4,1.5
Doburji,India,0,0,0,0,0,47.2,46.7
Durgapur,India,0,0,0,0,75.8,60.5,59.9
Ernakulam,India,0,0,0,0,0,34.6,36.1
Faridabad,India,123.0,129.1,85.0,83.3,88.9,79.7,82.1
Faridkot,India,0,0,0,0,71.5,68.4,70.4
Fatehabad,India,0,0,0,78.5,63.3,65.7,65.3
Fatehgarh Sahib,India,0,0,44.4,64.8,58.4,68.1,67.4
Firozabad,India,0,0,0,0,83.4,46.8,47.3
Gadag,India,0,0,0,0,16.6,23.9,24.0
Gadariya,India,0,0,0,0,0,17.7,17.7
Gaya,India,102.6,96.6,59.4,46.3,46.6,74.3,73.6
Ghandinagar,India,0,0,0,0,45.5,44.6,44.9
Gharaunda,India,0,0,0,0,60.3,61.7,61.7
Ghaziabad,India,144.6,135.2,110.2,106.6,102.0,88.6,88.7
Gorakhpur,India,0,0,0,0,67.0,42.1,38.8
Greater Noida,India,0,0,91.3,89.5,87.5,83.2,83.6
Gummidipundi,India,0,0,0,0,29.2,22.9,22.7
Gurugram,India,145.6,135.8,93.1,75.3,83.4,70.0,70.0
Guwahati,India,0,0,0,62.1,53.1,51.0,54.6
Gwalior,India,0,0,0,61.1,52.0,56.8,60.0
Hajipur,India,0,0,0,54.0,58.1,70.4,70.8
Haldia,India,0,0,25.9,0,33.4,29.9,30.0
Hallimala,India,0,0,0,0,0,27.3,27.5
Hanganakatti,India,0,0,0,0,0,25.0,24.5
Hapur,India,0,0,0,44.2,58.2,68.1,69.8
Hassan,India,0,0,0,0,18.7,28.1,27.9
Haveri,India,0,0,0,0,20.0,29.3,28.1
Hisar,India,0,0,81.0,81.1,89.0,72.3,74.4
Honnali,India,0,0,0,0,15.9,26.0,24.9
Hosur,India,0,0,0,0,28.2,36.7,37.9
Howrah,India,0,64.2,55.9,53.7,58.0,50.5,55.2
Hubli,India,0,0,0,25.2,29.7,32.1,31.8
Hyderabad,India,51.0,44.2,39.0,34.7,39.4,42.4,42.5
Indore,India,0,0,0,40.0,45.5,39.4,40.7
Jabalpur,India,0,0,0,46.7,42.5,46.0,47.3
Jaipur,India,88.3,67.6,50.5,43.8,56.6,54.2,54.6
Jalandhar,India,0,56.4,41.0,52.2,58.3,46.3,46.5
Jayant,India,0,0,0,0,0,67.8,69.6
Jhansi,India,0,0,0,0,0,47.2,45.5
Jhinku Bahal,India,0,0,0,0,0,19.6,19.6
Jind,India,126.5,91.6,85.4,81.6,84.1,77.9,79.0
Jodhpur,India,81.9,113.4,77.2,67.1,67.8,63.0,64.8
Kaimla,India,0,0,62.8,63.2,60.9,47.4,48.0
Kaithal,India,0,0,50.0,54.3,57.8,68.7,68.2
Kalaburagi,India,0,0,0,0,0,37.7,36.0
Kalyan,India,0,0,0,47.1,55.7,48.5,52.2
Kanhapur M,India,0,0,0,0,0,41.6,42.1
Kanpur,India,119.2,88.2,48.5,89.1,83.2,66.2,66.4
Karur,India,0,0,0,0,22.1,27.5,27.0
Kattupalli,India,0,0,0,0,0,2.8,2.8
Kharoli,India,0,0,0,0,0,25.3,24.9
Kharsawan,India,0,0,0,0,18.6,9.8,12.7
Kidiabet,India,0,0,0,0,0,20.4,20.9
Kochi,India,0,0,0,19.0,24.6,30.7,30.7
Kodiyat,India,0,0,0,0,0,53.5,53.4
Kohima,India,0,0,0,0,17.7,26.0,29.0
Kolkata,India,76.7,85.4,59.8,46.6,59.0,50.2,50.3
Kollam,India,0,0,0,0,36.9,32.5,32.6
Koppal,India,0,0,0,0,10.6,18.9,18.5
Korba,India,0,0,0,0,27.7,31.0,30.5
Kota,India,0,52.7,49.1,42.1,57.0,56.0,57.7
Krishnagiri,India,0,0,0,0,35.4,29.4,31.3
Kulattur,India,0,0,0,0,16.2,22.2,21.8
Kuldomari,India,0,0,0,0,0,26.8,26.7
Kupti,India,0,0,34.2,28.0,31.1,40.7,39.7
Kurukshetra,India,0,0,56.1,67.2,68.1,73.8,73.5
Kusdihra,India,0,0,0,0,0,38.5,39.1
Lohar Majra Kalan,India,0,0,0,0,0,70.0,70.2
Lucknow,India,119.2,115.7,90.3,86.2,86.0,64.7,65.0
Ludhiana,India,0,55.1,49.3,45.2,71.8,60.7,60.2
Madikeri,India,0,0,0,0,22.1,21.1,20.5
Mahatapnagar,India,0,0,0,0,0,32.0,33.0
Maihar,India,0,0,0,0,19.9,20.1,20.1
Malkheri,India,0,0,0,0,0,24.5,24.6
Mandikhera,India,0,0,0,51.7,50.9,28.4,30.7
Mangaluru,India,0,0,0,0,0,22.3,21.9
Meerut,India,0,0,0,82.3,80.6,72.6,75.5
Merta,India,0,0,0,0,29.9,38.3,37.9
Mohali,India,0,0,0,0,0,65.7,65.5
Moradabad,India,0,104.9,76.5,0,82.5,47.1,50.9
Mumbai,India,54.2,58.6,45.3,41.3,46.4,46.7,46.8
Murwara,India,0,0,0,0,0,51.3,54.5
Muttayyapuram,India,0,0,0,0,0,10.6,10.3
