Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Machine Learning Engineer,Full-Time,Senior,Expert,133300,United States Dollar,United States,133300,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,United States,80000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,189000,Euro,Germany,204060,Germany,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,130000,Euro,Germany,140358,Germany,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,198900,United States Dollar,United States,198900,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,183310,United States Dollar,United States,183310,United States,Medium,2023
Research Analyst,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,392000,United States Dollar,United States,392000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,224000,United States Dollar,United States,224000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,233000,United States Dollar,United States,233000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,199098,United States Dollar,United States,199098,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,172000,United States Dollar,United States,172000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,107000,United States Dollar,United States,107000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,220000,United States Dollar,United States,220000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,128000,United States Dollar,United States,128000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,81500,United States Dollar,United States,81500,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,208450,United States Dollar,United States,208450,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,151600,United States Dollar,United States,151600,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,208450,United States Dollar,United States,208450,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,151600,United States Dollar,United States,151600,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,240960,United States Dollar,United States,240960,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,200800,United States Dollar,United States,200800,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,120681,United States Dollar,United States,120681,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,72409,United States Dollar,United States,72409,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States,250000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,250000,United States Dollar,United States,250000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023
Principal Machine Learning Engineer,Full-Time,Senior,Expert,195000,Brazilian Real,Brazil,38290,Brazil,Large,2023
AI Architect,Full-Time,Executive,Director,200000,Euro,United States,215936,Belgium,Large,2023
Data Scientist,Full-Time,Senior,Expert,295490,United States Dollar,United States,295490,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,178560,United States Dollar,United States,178560,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,148800,United States Dollar,United States,148800,United States,Medium,2023
Deep Learning Engineer,Full-Time,Senior,Expert,331640,United States Dollar,United States,331640,United States,Medium,2023
Deep Learning Engineer,Full-Time,Senior,Expert,283780,United States Dollar,United States,283780,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,167954,United States Dollar,United States,167954,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,115830,United States Dollar,United States,115830,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Visualization Specialist,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2023
Data Visualization Specialist,Full-Time,Senior,Expert,50000,United States Dollar,United States,50000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,331640,United States Dollar,United States,331640,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,283780,United States Dollar,United States,283780,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,189110,United States Dollar,United States,189110,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,139000,United States Dollar,United States,139000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,199000,United States Dollar,United States,199000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2023
MLOps Engineer,Full-Time,Senior,Expert,199000,United States Dollar,United States,199000,United States,Medium,2023
MLOps Engineer,Full-Time,Senior,Expert,142000,United States Dollar,United States,142000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,230000,United States Dollar,United Kingdom,230000,United Kingdom,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,170000,United States Dollar,United Kingdom,170000,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,66000,United States Dollar,United States,66000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,52000,United States Dollar,United States,52000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,110400,United States Dollar,United States,110400,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,68000,United States Dollar,United States,68000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,316000,United States Dollar,United States,316000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,178560,United States Dollar,United States,178560,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States,148800,United States,Medium,2023
AI Architect,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,166500,United States Dollar,United States,166500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,113220,United States Dollar,United States,113220,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,365630,United States Dollar,United States,365630,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,229000,United States Dollar,United States,229000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,131000,United States Dollar,United States,131000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Large,2023
Data Scientist,Full-Time,Senior,Expert,86700,United States Dollar,United States,86700,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,192300,United States Dollar,United States,192300,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,153800,United States Dollar,United States,153800,United States,Medium,2023
Business Intelligence Data Analyst,Full-Time,Mid,Intermediate,91000,Canadian Dollar,Canada,67419,Canada,Large,2023
Data Engineer,Full-Time,Senior,Expert,90000,United States Dollar,United States,90000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,131650,United States Dollar,United States,131650,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,105320,United States Dollar,United States,105320,United States,Medium,2023
Decision Scientist,Full-Time,Senior,Expert,126400,United States Dollar,United States,126400,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,309400,United States Dollar,United States,309400,United States,Large,2023
Applied Scientist,Full-Time,Senior,Expert,159100,United States Dollar,United States,159100,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,Expert,235400,United States Dollar,United States,235400,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,160080,United States Dollar,United States,160080,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,146190,United States Dollar,United States,146190,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,228856,United States Dollar,United Kingdom,228856,United Kingdom,Medium,2023
Data Scientist,Full-Time,Executive,Director,144540,United States Dollar,United Kingdom,144540,United Kingdom,Medium,2023
Research Scientist,Full-Time,Senior,Expert,210000,United States Dollar,United States,210000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,151800,United States Dollar,United States,151800,United States,Medium,2023
Data Architect,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Architect,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,126500,United States Dollar,United States,126500,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,78000,United States Dollar,United States,78000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,45000,Euro,Spain,48585,Spain,Medium,2023
Data Scientist,Full-Time,Senior,Expert,36000,Euro,Spain,38868,Spain,Medium,2023
Data Analyst,Full-Time,Senior,Expert,126500,United States Dollar,United States,126500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,78000,United States Dollar,United States,78000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,105000,United States Dollar,United States,105000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,70000,United States Dollar,United States,70000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,300000,United States Dollar,United Kingdom,300000,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,200000,United States Dollar,United Kingdom,200000,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,96000,United States Dollar,United States,96000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,United States,72000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,323300,United States Dollar,United States,323300,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,184700,United States Dollar,United States,184700,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,205150,United States Dollar,United States,205150,United States,Medium,2023
